"indepCut","depCut","model","cutpoint","beta","N","clsize"
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.29,"A",0.3,1.38629436111989,100,4
0.33,0.33,"A",0.3,1.38629436111989,100,4
0.43,0.45,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.29,0.33,"A",0.3,1.38629436111989,100,4
0.29,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.29,0.29,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.33,0.33,"A",0.3,1.38629436111989,100,4
0.33,0.33,"A",0.3,1.38629436111989,100,4
0.35,0.35,"A",0.3,1.38629436111989,100,4
0.23,0.33,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.29,0.29,"A",0.3,1.38629436111989,100,4
0.29,0.29,"A",0.3,1.38629436111989,100,4
0.33,0.33,"A",0.3,1.38629436111989,100,4
0.35,0.33,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.29,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.27,"A",0.3,1.38629436111989,100,4
0.29,0.29,"A",0.3,1.38629436111989,100,4
0.27,0.31,"A",0.3,1.38629436111989,100,4
0.27,0.27,"A",0.3,1.38629436111989,100,4
0.35,0.35,"A",0.3,1.38629436111989,100,4
0.37,0.37,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.33,0.33,"A",0.3,1.38629436111989,100,4
0.25,0.35,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.35,0.29,"A",0.3,1.38629436111989,100,4
0.29,0.29,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.33,0.33,"A",0.3,1.38629436111989,100,4
0.39,0.31,"A",0.3,1.38629436111989,100,4
0.29,0.35,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.29,0.39,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.29,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.35,0.35,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.37,0.37,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.29,0.29,"A",0.3,1.38629436111989,100,4
0.31,0.81,"A",0.3,1.38629436111989,100,4
0.31,0.29,"A",0.3,1.38629436111989,100,4
0.31,0.33,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.33,0.33,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.33,0.33,"A",0.3,1.38629436111989,100,4
0.31,0.35,"A",0.3,1.38629436111989,100,4
0.25,0.25,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.29,0.29,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.35,"A",0.3,1.38629436111989,100,4
0.29,0.27,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.39,"A",0.3,1.38629436111989,100,4
0.29,0.29,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.37,0.37,"A",0.3,1.38629436111989,100,4
0.31,0.49,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.29,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.33,0.33,"A",0.3,1.38629436111989,100,4
0.33,0.33,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.33,"A",0.3,1.38629436111989,100,4
0.33,0.33,"A",0.3,1.38629436111989,100,4
0.35,0.35,"A",0.3,1.38629436111989,100,4
0.33,0.33,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.35,0.35,"A",0.3,1.38629436111989,100,4
0.33,0.33,"A",0.3,1.38629436111989,100,4
0.29,0.29,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.29,"A",0.3,1.38629436111989,100,4
0.41,0.35,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.33,0.33,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.25,0.25,"A",0.3,1.38629436111989,100,4
0.35,0.39,"A",0.3,1.38629436111989,100,4
0.43,0.43,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.29,"A",0.3,1.38629436111989,100,4
0.45,0.35,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.33,0.33,"A",0.3,1.38629436111989,100,4
0.29,0.29,"A",0.3,1.38629436111989,100,4
0.33,0.33,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.25,0.25,"A",0.3,1.38629436111989,100,4
0.33,0.33,"A",0.3,1.38629436111989,100,4
0.29,0.29,"A",0.3,1.38629436111989,100,4
0.31,0.29,"A",0.3,1.38629436111989,100,4
0.35,0.33,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.37,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.33,0.33,"A",0.3,1.38629436111989,100,4
0.33,0.33,"A",0.3,1.38629436111989,100,4
0.29,0.31,"A",0.3,1.38629436111989,100,4
0.25,0.25,"A",0.3,1.38629436111989,100,4
0.35,0.35,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.25,0.27,"A",0.3,1.38629436111989,100,4
0.29,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.33,0.33,"A",0.3,1.38629436111989,100,4
0.33,0.33,"A",0.3,1.38629436111989,100,4
0.29,0.29,"A",0.3,1.38629436111989,100,4
0.31,0.33,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.33,0.33,"A",0.3,1.38629436111989,100,4
0.33,0.31,"A",0.3,1.38629436111989,100,4
0.29,0.29,"A",0.3,1.38629436111989,100,4
0.39,0.31,"A",0.3,1.38629436111989,100,4
0.39,0.39,"A",0.3,1.38629436111989,100,4
0.29,0.29,"A",0.3,1.38629436111989,100,4
0.33,0.33,"A",0.3,1.38629436111989,100,4
0.27,0.29,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.35,"A",0.3,1.38629436111989,100,4
0.31,0.41,"A",0.3,1.38629436111989,100,4
0.29,0.29,"A",0.3,1.38629436111989,100,4
0.35,0.35,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.35,0.35,"A",0.3,1.38629436111989,100,4
0.27,0.27,"A",0.3,1.38629436111989,100,4
0.29,0.29,"A",0.3,1.38629436111989,100,4
0.25,0.25,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.29,0.29,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.35,"A",0.3,1.38629436111989,100,4
0.31,0.41,"A",0.3,1.38629436111989,100,4
0.41,0.41,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.29,0.25,"A",0.3,1.38629436111989,100,4
0.51,0.51,"A",0.3,1.38629436111989,100,4
0.31,0.33,"A",0.3,1.38629436111989,100,4
0.29,0.29,"A",0.3,1.38629436111989,100,4
0.25,0.31,"A",0.3,1.38629436111989,100,4
0.39,0.39,"A",0.3,1.38629436111989,100,4
0.33,0.33,"A",0.3,1.38629436111989,100,4
0.35,0.35,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.27,0.27,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.49,0.49,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.25,0.31,"A",0.3,1.38629436111989,100,4
0.45,0.45,"A",0.3,1.38629436111989,100,4
0.33,0.33,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.27,"A",0.3,1.38629436111989,100,4
0.29,0.29,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.35,0.35,"A",0.3,1.38629436111989,100,4
0.41,0.41,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.27,0.27,"A",0.3,1.38629436111989,100,4
0.35,0.35,"A",0.3,1.38629436111989,100,4
0.35,0.35,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.63,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.33,0.33,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.29,0.29,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.43,"A",0.3,1.38629436111989,100,4
0.35,0.33,"A",0.3,1.38629436111989,100,4
0.29,0.29,"A",0.3,1.38629436111989,100,4
0.31,0.33,"A",0.3,1.38629436111989,100,4
0.27,0.27,"A",0.3,1.38629436111989,100,4
0.35,0.35,"A",0.3,1.38629436111989,100,4
0.25,0.25,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.33,0.39,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.33,0.33,"A",0.3,1.38629436111989,100,4
0.33,0.33,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.29,0.29,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.47,0.33,"A",0.3,1.38629436111989,100,4
0.27,0.27,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.29,0.29,"A",0.3,1.38629436111989,100,4
0.31,0.33,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.39,0.41,"A",0.3,1.38629436111989,100,4
0.31,0.23,"A",0.3,1.38629436111989,100,4
0.31,0.35,"A",0.3,1.38629436111989,100,4
0.31,0.27,"A",0.3,1.38629436111989,100,4
0.31,0.37,"A",0.3,1.38629436111989,100,4
0.33,0.33,"A",0.3,1.38629436111989,100,4
0.33,0.33,"A",0.3,1.38629436111989,100,4
0.29,0.29,"A",0.3,1.38629436111989,100,4
0.29,0.29,"A",0.3,1.38629436111989,100,4
0.29,0.29,"A",0.3,1.38629436111989,100,4
0.29,0.29,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.29,0.29,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.29,0.29,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.29,0.29,"A",0.3,1.38629436111989,100,4
0.31,0.27,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.39,0.39,"A",0.3,1.38629436111989,100,4
0.31,0.59,"A",0.3,1.38629436111989,100,4
0.33,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.29,0.27,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.37,0.37,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.35,0.33,"A",0.3,1.38629436111989,100,4
0.29,0.35,"A",0.3,1.38629436111989,100,4
0.33,0.33,"A",0.3,1.38629436111989,100,4
0.43,0.43,"A",0.3,1.38629436111989,100,4
0.29,0.35,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.35,0.33,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.25,0.25,"A",0.3,1.38629436111989,100,4
0.39,0.39,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.33,0.33,"A",0.3,1.38629436111989,100,4
0.33,0.35,"A",0.3,1.38629436111989,100,4
0.33,0.33,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.27,0.25,"A",0.3,1.38629436111989,100,4
0.31,0.37,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.33,0.33,"A",0.3,1.38629436111989,100,4
0.33,0.33,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.33,0.33,"A",0.3,1.38629436111989,100,4
0.43,0.25,"A",0.3,1.38629436111989,100,4
0.29,0.29,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.37,"A",0.3,1.38629436111989,100,4
0.37,0.37,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.35,"A",0.3,1.38629436111989,100,4
0.31,0.33,"A",0.3,1.38629436111989,100,4
0.31,0.33,"A",0.3,1.38629436111989,100,4
0.33,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.41,0.35,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.35,0.33,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.35,"A",0.3,1.38629436111989,100,4
0.35,0.51,"A",0.3,1.38629436111989,100,4
0.29,0.29,"A",0.3,1.38629436111989,100,4
0.27,0.29,"A",0.3,1.38629436111989,100,4
0.35,0.35,"A",0.3,1.38629436111989,100,4
0.31,0.37,"A",0.3,1.38629436111989,100,4
0.29,0.31,"A",0.3,1.38629436111989,100,4
0.37,0.37,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.49,0.49,"A",0.3,1.38629436111989,100,4
0.33,0.33,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.29,0.29,"A",0.3,1.38629436111989,100,4
0.31,0.73,"A",0.3,1.38629436111989,100,4
0.37,0.27,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.51,"A",0.3,1.38629436111989,100,4
0.29,0.37,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.41,0.41,"A",0.3,1.38629436111989,100,4
0.31,0.39,"A",0.3,1.38629436111989,100,4
0.21,0.33,"A",0.3,1.38629436111989,100,4
0.33,0.33,"A",0.3,1.38629436111989,100,4
0.25,0.27,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.35,0.35,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.35,0.39,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.33,0.33,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.29,0.29,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.59,0.25,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.33,0.33,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.35,0.35,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.33,0.33,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.35,0.39,"A",0.3,1.38629436111989,100,4
0.33,0.33,"A",0.3,1.38629436111989,100,4
0.29,0.29,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.41,0.41,"A",0.3,1.38629436111989,100,4
0.71,0.71,"A",0.3,1.38629436111989,100,4
0.35,0.33,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.41,0.41,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.41,0.41,"A",0.3,1.38629436111989,100,4
0.39,0.39,"A",0.3,1.38629436111989,100,4
0.33,0.33,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.35,0.37,"A",0.3,1.38629436111989,100,4
0.29,0.29,"A",0.3,1.38629436111989,100,4
0.29,0.31,"A",0.3,1.38629436111989,100,4
0.29,0.29,"A",0.3,1.38629436111989,100,4
0.31,0.33,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.39,0.39,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.35,0.37,"A",0.3,1.38629436111989,100,4
0.31,0.39,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.29,0.29,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.33,0.33,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.29,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.33,"A",0.3,1.38629436111989,100,4
0.33,0.33,"A",0.3,1.38629436111989,100,4
0.33,0.27,"A",0.3,1.38629436111989,100,4
0.29,0.35,"A",0.3,1.38629436111989,100,4
0.29,0.35,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.35,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.35,0.35,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.33,0.33,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.25,0.35,"A",0.3,1.38629436111989,100,4
0.27,0.27,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.35,0.35,"A",0.3,1.38629436111989,100,4
0.35,0.35,"A",0.3,1.38629436111989,100,4
0.37,0.47,"A",0.3,1.38629436111989,100,4
0.33,0.33,"A",0.3,1.38629436111989,100,4
0.31,0.33,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.33,0.33,"A",0.3,1.38629436111989,100,4
0.27,0.27,"A",0.3,1.38629436111989,100,4
0.33,0.33,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.33,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.33,"A",0.3,1.38629436111989,100,4
0.27,0.27,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.33,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.37,0.37,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.35,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.33,0.33,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.25,"A",0.3,1.38629436111989,100,4
0.33,0.33,"A",0.3,1.38629436111989,100,4
0.31,0.27,"A",0.3,1.38629436111989,100,4
0.25,0.27,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.35,0.33,"A",0.3,1.38629436111989,100,4
0.35,0.35,"A",0.3,1.38629436111989,100,4
0.35,0.35,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.29,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.49,0.41,"A",0.3,1.38629436111989,100,4
0.33,0.33,"A",0.3,1.38629436111989,100,4
0.27,0.27,"A",0.3,1.38629436111989,100,4
0.29,0.29,"A",0.3,1.38629436111989,100,4
0.31,0.21,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.29,0.29,"A",0.3,1.38629436111989,100,4
0.33,0.33,"A",0.3,1.38629436111989,100,4
0.33,0.33,"A",0.3,1.38629436111989,100,4
0.35,0.35,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.25,0.25,"A",0.3,1.38629436111989,100,4
0.31,0.33,"A",0.3,1.38629436111989,100,4
0.23,0.35,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.29,0.29,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.33,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.41,0.41,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.35,0.35,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.29,0.35,"A",0.3,1.38629436111989,100,4
0.31,0.33,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.37,0.45,"A",0.3,1.38629436111989,100,4
0.27,0.27,"A",0.3,1.38629436111989,100,4
0.31,0.27,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.35,0.35,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.29,0.29,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
0.27,0.27,"A",0.3,1.38629436111989,100,4
0.31,0.31,"A",0.3,1.38629436111989,100,4
